pk_kpi;codigo;hospital;estado;total_int;tmi;int_cli;tmi_cli;cpi_cli;cpd_cli;total_diaria_cli;custo_total_cli;total_cobrado_cli;total_liberado_cli;total_glosado_cli;total_glosado_cli_perc;int_cir;tmi_cir;cpi_cir;cpd_cir;total_diaria_cir;custo_total_cir;total_cobrado_cir;total_liberado_cir;total_glosado_cir;total_glosado_cir_perc;total_cobrado;total_liberado;total_glosado;total_glosado_perc;referencia
555;130818;HOSPITAL ANTONIO TARGINO;PB;22;3,1818;2;24;87.983,14;3.665,96;48;175.966,28;206.034,03;175.966,28;30.067,75;14,59;20;1,1;6.646,86;6.042,60;22;132.937,24;146.240,79;132.937,24;13.303,55;9,1;352.274,82;308.903,52;43.371,30;12,31;01/04/2022
556;130818;HOSPITAL ANTONIO TARGINO;PB;18;2,6111;7;4,5714;5.620,88;1.229,57;32;39.346,13;42.244,44;39.346,13;2.898,31;6,86;11;1,3636;9.263,29;6.793,08;15;101.896,24;107.257,36;101.896,24;5.361,12;5;149.501,80;141.242,37;8.259,43;5,52;01/05/2022
557;130818;HOSPITAL ANTONIO TARGINO;PB;19;3,1053;9;4,5556;7.315,75;1.605,90;41;65.841,79;79.655,93;65.841,79;13.814,14;17,34;10;1,8;5.644,15;3.135,64;18;56.441,52;61.163,50;56.441,52;4.721,98;7,72;140.819,43;122.283,31;18.536,12;13,16;01/06/2022
558;252913;HOSPITAL DA FAP;PB;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1.273,22;1.273,22;1;1.273,22;1.348,17;1.273,22;74,95;5,56;1.348,17;1.273,22;74,95;5,56;01/02/2022
559;252913;HOSPITAL DA FAP;PB;3;1;2;1;3.470,27;3.470,27;2;6.940,55;7.164,05;6.940,55;223,5;3,12;1;1;13.831,57;13.831,57;1;13.831,57;16.541,45;13.831,57;2.709,88;16,38;23.705,50;20.772,12;2.933,38;12,37;01/04/2022
560;252913;HOSPITAL DA FAP;PB;2;1;0;0;0;0;0;0;0;0;0;0;2;1;1.103,13;1.103,13;2;2.206,26;2.653,39;2.206,26;447,13;16,85;2.653,39;2.206,26;447,13;16,85;01/05/2022
561;432911;HOSPITAL DAS NEVES;PB;99;3,303;61;4,3607;12.112,82;2.777,75;266;738.882,02;809.071,51;738.882,02;70.189,49;8,68;38;1,6053;26.151,71;16.291,23;61;993.765,08;1.158.833,66;993.765,08;165.068,58;14,24;1.967.905,17;1.732.647,10;235.258,07;11,95;01/01/2022
562;432911;HOSPITAL DAS NEVES;PB;156;2,9167;78;4,6667;13.538,41;2.901,09;364;1.055.995,73;1.137.223,17;1.055.995,73;81.227,44;7,14;78;1,1667;18.932,78;16.228,10;91;1.476.756,98;1.754.286,22;1.476.756,98;277.529,24;15,82;2.891.509,39;2.532.752,71;358.756,68;12,41;01/02/2022
563;432911;HOSPITAL DAS NEVES;PB;148;2,5811;72;3,7361;16.070,91;4.301,51;269;1.157.105,58;1.260.144,55;1.157.105,58;103.038,97;8,18;76;1,4868;14.590,13;9.812,83;113;1.108.849,68;1.234.732,73;1.108.849,68;125.883,05;10,2;2.494.877,28;2.265.955,26;228.922,02;9,18;01/03/2022
564;432911;HOSPITAL DAS NEVES;PB;117;3;72;4,1111;16.493,11;4.011,84;296;1.187.503,69;1.352.611,56;1.187.503,69;165.077,87;12,2;45;1,2222;23.712,63;19.401,24;55;1.067.068,14;1.141.054,82;1.067.068,14;73.986,68;6,48;2.493.666,38;2.254.571,83;239.064,55;9,59;01/04/2022
565;432911;HOSPITAL DAS NEVES;PB;155;2,9097;84;4,0476;10.283,42;2.540,61;340;863.806,89;1.007.146,88;863.806,89;143.319,99;14,23;71;1,5634;15.338,28;9.810,97;111;1.089.017,64;1.547.978,61;1.089.017,64;458.960,97;29,65;2.555.125,49;1.952.824,53;602.280,96;23,57;01/05/2022
566;432911;HOSPITAL DAS NEVES;PB;162;2,1914;69;3,971;8.260,93;2.080,31;274;570.004,38;609.749,19;570.004,38;36.804,52;6,04;93;0,871;14.233,36;16.342,00;81;1.323.702,19;1.597.990,02;1.323.702,19;274.287,83;17,16;2.207.739,21;1.893.706,57;311.092,35;14,09;01/06/2022
567;206610;HOSPITAL JOAO PAULO II;PB;1;10;1;10;12.595,48;1.259,55;10;12.595,48;14.723,61;12.595,48;2.128,13;14,45;0;0;0;0;0;0;0;0;0;0;14.723,61;12.595,48;2.128,13;14,45;01/01/2022
568;206610;HOSPITAL JOAO PAULO II;PB;1;2;1;2;3.587,67;1.793,84;2;3.587,67;3.623,76;3.587,67;36,09;1;0;0;0;0;0;0;0;0;0;0;3.623,76;3.587,67;36,09;1;01/02/2022
569;206610;HOSPITAL JOAO PAULO II;PB;2;10,5;2;10,5;124.944,24;11.899,45;21;249.888,48;259.553,75;249.888,48;9.665,27;3,72;0;0;0;0;0;0;0;0;0;0;259.553,75;249.888,48;9.665,27;3,72;01/03/2022
570;206610;HOSPITAL JOAO PAULO II;PB;2;2,5;2;2,5;2.652,85;1.061,14;5;5.305,70;6.625,95;5.305,70;1.320,25;19,93;0;0;0;0;0;0;0;0;0;0;6.625,95;5.305,70;1.320,25;19,93;01/04/2022
571;206610;HOSPITAL JOAO PAULO II;PB;3;20;3;20;34.389,86;1.719,49;60;103.169,57;122.035,13;103.169,57;18.865,56;15,46;0;0;0;0;0;0;0;0;0;0;122.035,13;103.169,57;18.865,56;15,46;01/05/2022
572;206610;HOSPITAL JOAO PAULO II;PB;1;2;1;2;4.195,15;2.097,57;2;4.195,15;4.454,53;4.195,15;259,38;5,82;0;0;0;0;0;0;0;0;0;0;4.454,53;4.195,15;259,38;5,82;01/06/2022
573;376914;HOSPITAL JOAO XXIII;PB;1;14;0;0;0;0;0;0;0;0;0;0;1;14;30.623,70;2.187,41;14;30.623,70;39.567,92;30.623,70;8.944,22;22,6;39.567,92;30.623,70;8.944,22;22,6;01/02/2022
574;376914;HOSPITAL JOAO XXIII;PB;1;2;0;0;0;0;0;0;0;0;0;0;1;2;1.363,27;681,64;2;1.363,27;1.866,72;1.363,27;503,45;26,97;1.866,72;1.363,27;503,45;26,97;01/04/2022
575;51110;HOSPITAL MEMORIAL SAO FRANCISCO;PB;4;3,5;1;7;12.707,34;1.815,33;7;12.707,34;12.756,66;12.707,34;49,32;0,39;3;2,3333;53.572,20;22.959,51;7;160.716,59;166.844,54;160.716,59;6.127,95;3,67;179.601,20;173.423,93;6.177,27;3,44;01/01/2022
576;51110;HOSPITAL MEMORIAL SAO FRANCISCO;PB;3;1,3333;2;1;11.462,18;11.462,18;2;22.924,35;22.994,19;22.924,35;69,84;0,3;1;2;12.308,39;6.154,20;2;12.308,39;12.402,95;12.308,39;94,56;0,76;35.397,14;35.232,74;164,4;0,46;01/02/2022
577;51110;HOSPITAL MEMORIAL SAO FRANCISCO;PB;8;8,875;6;11,5;35.252,27;3.065,42;69;211.513,64;212.597,43;211.513,64;1.083,79;0,51;2;1;4.096,99;4.096,99;2;8.193,98;8.193,98;8.193,98;0;0;220.791,41;219.707,62;1.083,79;0,49;01/03/2022
578;51110;HOSPITAL MEMORIAL SAO FRANCISCO;PB;8;2,375;6;2,8333;2.463,64;869,52;17;14.781,86;15.318,95;14.781,86;537,09;3,51;2;1;5.785,94;5.785,94;2;11.571,88;11.672,36;11.571,88;100,48;0,86;26.991,31;26.353,74;637,57;2,36;01/04/2022
579;51110;HOSPITAL MEMORIAL SAO FRANCISCO;PB;2;2;2;2;6.487,74;3.243,87;4;12.975,47;13.089,61;12.975,47;114,14;0,87;0;0;0;0;0;0;0;0;0;0;13.089,61;12.975,47;114,14;0,87;01/05/2022
580;51110;HOSPITAL MEMORIAL SAO FRANCISCO;PB;14;3,8571;7;6,4286;14.165,48;2.203,52;45;99.158,39;100.701,04;99.158,39;1.542,65;1,53;7;1,2857;19.613,83;15.255,20;9;137.296,84;138.617,91;137.296,84;1.321,07;0,95;239.318,95;236.455,23;2.863,72;1,2;01/06/2022
581;399710;HOSPITAL NAPOLEAO LAUREANO;PB;2;1;0;0;0;0;0;0;0;0;0;0;2;1;2.965,52;2.965,52;2;5.931,05;6.356,91;5.931,05;425,86;6,7;6.356,91;5.931,05;425,86;6,7;01/01/2022
582;399710;HOSPITAL NAPOLEAO LAUREANO;PB;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1.498,00;1.498,00;1;1.498,00;1.502,21;1.498,00;4,21;0,28;1.502,21;1.498,00;4,21;0,28;01/03/2022
583;399710;HOSPITAL NAPOLEAO LAUREANO;PB;2;1;0;0;0;0;0;0;0;0;0;0;2;1;1.922,68;1.922,68;2;3.845,35;3.846,83;3.845,35;1,48;0,04;3.846,83;3.845,35;1,48;0,04;01/05/2022
584;42013;HOSPITAL SAMARITANO;PB;3;0;2;0;3.139,86;0;0;6.279,73;6.279,73;6.279,73;0;0;1;0;2.195,00;0;0;2.195,00;2.195,00;2.195,00;0;0;8.474,73;8.474,73;0;0;01/01/2022
585;42013;HOSPITAL SAMARITANO;PB;2;1;0;0;0;0;0;0;0;0;0;0;2;1;2.901,13;2.901,13;2;5.802,26;5.802,26;5.802,26;0;0;5.802,26;5.802,26;0;0;01/03/2022
586;42013;HOSPITAL SAMARITANO;PB;3;0,3333;1;0;3.035,62;0;0;3.035,62;3.558,72;3.035,62;523,1;14,7;2;0,5;7.983,74;15.967,47;1;15.967,47;15.967,47;15.967,47;0;0;19.526,19;19.003,09;523,1;2,68;01/04/2022
587;221112;CASA SAUDE MAT S SEBASTIAO;PE;5;4,4;5;4,4;3.049,21;693;22;15.246,05;16.338,05;15.246,05;1.092,00;6,68;0;0;0;0;0;0;0;0;0;0;16.338,05;15.246,05;1.092,00;6,68;01/01/2022
588;221112;CASA SAUDE MAT S SEBASTIAO;PE;8;4,5;7;4,8571;3.744,00;770,82;34;26.208,01;26.744,19;26.208,01;536,18;2;1;2;10.408,62;5.204,31;2;10.408,62;10.490,86;10.408,62;82,24;0,78;37.235,05;36.616,63;618,42;1,66;01/02/2022
589;221112;CASA SAUDE MAT S SEBASTIAO;PE;4;7,5;4;7,5;6.503,28;867,1;30;26.013,13;29.356,37;26.013,13;3.343,24;11,39;0;0;0;0;0;0;0;0;0;0;29.356,37;26.013,13;3.343,24;11,39;01/03/2022
590;221112;CASA SAUDE MAT S SEBASTIAO;PE;10;4,9;10;4,9;2.918,59;595,63;49;29.185,88;29.690,52;29.185,88;504,64;1,7;0;0;0;0;0;0;0;0;0;0;29.690,52;29.185,88;504,64;1,7;01/04/2022
591;221112;CASA SAUDE MAT S SEBASTIAO;PE;8;3,625;7;4;2.391,79;597,95;28;16.742,56;17.184,12;16.742,56;441,56;2,57;1;1;10.373,57;10.373,57;1;10.373,57;10.684,61;10.373,57;311,04;2,91;27.868,73;27.116,13;752,6;2,7;01/05/2022
592;221112;CASA SAUDE MAT S SEBASTIAO;PE;17;4,2353;17;4,2353;3.737,04;882,36;72;63.529,65;65.674,39;63.529,65;2.144,74;3,27;0;0;0;0;0;0;0;0;0;0;65.674,39;63.529,65;2.144,74;3,27;01/06/2022
593;462713;CLINICA FLORENCE;PE;7;30,2857;7;30,2857;75.776,97;2.502,07;212;530.438,77;530.438,77;530.438,77;0;0;0;0;0;0;0;0;0;0;0;0;530.438,77;530.438,77;0;0;01/06/2022
594;34916;CTO HOSPITALAR ALBERT SABIN;PE;7;0,4286;0;0;0;0;0;0;0;0;0;0;7;0,4286;6.507,56;15.184,32;3;45.552,95;48.349,52;45.552,95;2.796,57;5,78;48.349,52;45.552,95;2.796,57;5,78;01/01/2022
595;34916;CTO HOSPITALAR ALBERT SABIN;PE;3;1;0;0;0;0;0;0;0;0;0;0;3;1;2.278,57;2.278,57;3;6.835,70;8.028,59;6.835,70;1.192,89;14,86;8.028,59;6.835,70;1.192,89;14,86;01/02/2022
596;34916;CTO HOSPITALAR ALBERT SABIN;PE;2;1;0;0;0;0;0;0;0;0;0;0;2;1;1.711,42;1.711,42;2;3.422,85;4.216,03;3.422,85;793,18;18,81;4.216,03;3.422,85;793,18;18,81;01/03/2022
597;34916;CTO HOSPITALAR ALBERT SABIN;PE;8;6,375;4;12,25;13.110,30;1.070,23;49;52.441,22;53.174,72;52.441,22;733,5;1,38;4;0,5;5.019,18;10.038,36;2;20.076,72;22.213,24;20.076,72;2.136,52;9,62;75.387,96;72.517,94;2.870,02;3,81;01/04/2022
598;34916;CTO HOSPITALAR ALBERT SABIN;PE;6;5;2;10;21.893,88;2.189,39;20;43.787,77;45.389,02;43.787,77;1.601,25;3,53;4;2,5;9.637,99;3.855,20;10;38.551,97;43.016,08;38.551,97;4.464,11;10,38;88.405,10;82.339,74;6.065,36;6,86;01/06/2022
599;126217;HOSP DE ORTOP E FRATURAS;PE;4;1;0;0;0;0;0;0;0;0;0;0;4;1;7.524,68;7.524,68;4;30.098,71;30.339,24;30.098,71;240,53;0,79;30.339,24;30.098,71;240,53;0,79;01/01/2022
600;126217;HOSP DE ORTOP E FRATURAS;PE;7;1;0;0;0;0;0;0;0;0;0;0;7;1;7.211,46;7.211,46;7;50.480,23;51.276,57;50.480,23;796,34;1,55;51.276,57;50.480,23;796,34;1,55;01/02/2022
601;126217;HOSP DE ORTOP E FRATURAS;PE;3;1;0;0;0;0;0;0;0;0;0;0;3;1;7.284,66;7.284,66;3;21.853,99;22.242,51;21.853,99;388,52;1,75;22.242,51;21.853,99;388,52;1,75;01/03/2022
602;126217;HOSP DE ORTOP E FRATURAS;PE;7;1;0;0;0;0;0;0;0;0;0;0;7;1;6.916,24;6.916,24;7;48.413,69;49.645,81;48.413,69;1.232,12;2,48;49.645,81;48.413,69;1.232,12;2,48;01/04/2022
603;126217;HOSP DE ORTOP E FRATURAS;PE;7;2;0;0;0;0;0;0;0;0;0;0;7;2;22.518,02;11.259,01;14;157.626,15;161.101,18;157.626,15;3.475,03;2,16;161.101,18;157.626,15;3.475,03;2,16;01/05/2022
604;126217;HOSP DE ORTOP E FRATURAS;PE;11;1,0909;1;1;5.964,51;5.964,51;1;5.964,51;6.171,37;5.964,51;206,86;3,35;10;1,1;8.583,05;7.802,77;11;85.830,50;88.024,51;85.830,50;2.194,01;2,49;94.195,88;91.795,01;2.400,87;2,55;01/06/2022
605;211419;HOSP MEMORIAL PETROLINA;PE;11;3,1818;6;5,3333;10.049,78;1.884,33;32;60.298,66;60.355,52;60.298,66;56,86;0,09;5;0,6;21.584,57;35.974,28;3;107.922,85;108.081,07;107.922,85;158,22;0,15;168.436,59;168.221,51;215,08;0,13;01/01/2022
606;211419;HOSP MEMORIAL PETROLINA;PE;15;2,6;5;5,4;6.615,88;1.225,16;27;33.079,39;33.204,13;33.079,39;124,74;0,38;10;1,2;32.546,90;27.122,42;12;325.469,00;325.796,04;325.469,00;327,04;0,1;359.000,17;358.548,39;451,78;0,13;01/02/2022
607;211419;HOSP MEMORIAL PETROLINA;PE;6;1;0;0;0;0;0;0;0;0;0;0;6;1;27.343,86;27.343,86;6;164.063,13;164.183,68;164.063,13;120,55;0,07;164.183,68;164.063,13;120,55;0,07;01/03/2022
608;211419;HOSP MEMORIAL PETROLINA;PE;1;1;0;0;0;0;0;0;0;0;0;0;1;1;72.106,69;72.106,69;1;72.106,69;72.106,69;72.106,69;0;0;72.106,69;72.106,69;0;0;01/04/2022
609;211419;HOSP MEMORIAL PETROLINA;PE;1;7;0;0;0;0;0;0;0;0;0;0;1;7;49.818,33;7.116,90;7;49.818,33;49.849,17;49.818,33;30,84;0,06;49.849,17;49.818,33;30,84;0,06;01/05/2022
610;211419;HOSP MEMORIAL PETROLINA;PE;1;0;0;0;0;0;0;0;0;0;0;0;1;0;25.440,00;0;0;25.440,00;25.440,00;25.440,00;0;0;25.440,00;25.440,00;0;0;01/06/2022
611;185515;HOSPITAL DE AVILA;PE;5;1;0;0;0;0;0;0;0;0;0;0;5;1;4.605,73;4.605,73;5;23.028,67;24.689,15;23.028,67;1.660,48;6,73;24.689,15;23.028,67;1.660,48;6,73;01/01/2022
612;185515;HOSPITAL DE AVILA;PE;6;1;0;0;0;0;0;0;0;0;0;0;6;1;4.882,32;4.882,32;6;29.293,95;31.888,38;29.293,95;2.594,43;8,14;31.888,38;29.293,95;2.594,43;8,14;01/02/2022
613;185515;HOSPITAL DE AVILA;PE;6;0,8333;1;1;4.884,22;4.884,22;1;4.884,22;5.247,12;4.884,22;362,9;6,92;5;0,8;2.599,33;3.249,16;4;12.996,63;13.507,53;12.996,63;510,9;3,78;18.754,65;17.880,85;873,8;4,66;01/03/2022
614;185515;HOSPITAL DE AVILA;PE;2;1;0;0;0;0;0;0;0;0;0;0;2;1;4.795,70;4.795,70;2;9.591,40;10.049,19;9.591,40;457,79;4,56;10.049,19;9.591,40;457,79;4,56;01/04/2022
615;185515;HOSPITAL DE AVILA;PE;1;7;1;7;5.376,16;768,02;7;5.376,16;5.378,56;5.376,16;2,4;0,04;0;0;0;0;0;0;0;0;0;0;5.378,56;5.376,16;2,4;0,04;01/05/2022
616;185515;HOSPITAL DE AVILA;PE;4;2,75;1;8;18.771,82;2.346,48;8;18.771,82;18.771,82;18.771,82;0;0;3;1;2.501,16;2.501,16;3;7.503,49;8.142,34;7.503,49;638,85;7,85;26.914,16;26.275,31;638,85;2,37;01/06/2022
617;97810;HOSPITAL DE FRATURAS;PE;2;3,5;0;0;0;0;0;0;0;0;0;0;2;3,5;9.448,67;2.699,62;7;18.897,33;18.938,25;18.897,33;40,92;0,22;18.938,25;18.897,33;40,92;0,22;01/01/2022
618;97810;HOSPITAL DE FRATURAS;PE;4;1;1;1;7.011,57;7.011,57;1;7.011,57;7.063,41;7.011,57;51,84;0,73;3;1;14.503,83;14.503,83;3;43.511,48;43.550,01;43.511,48;38,53;0,09;50.613,42;50.523,05;90,37;0,18;01/02/2022
619;97810;HOSPITAL DE FRATURAS;PE;5;1,4;0;0;0;0;0;0;0;0;0;0;5;1,4;5.966,53;4.261,81;7;29.832,67;30.115,56;29.832,67;282,89;0,94;30.115,56;29.832,67;282,89;0,94;01/03/2022
620;97810;HOSPITAL DE FRATURAS;PE;5;3,8;0;0;0;0;0;0;0;0;0;0;5;3,8;18.350,05;4.828,96;19;91.750,23;92.643,69;91.750,23;893,46;0,96;92.643,69;91.750,23;893,46;0,96;01/05/2022
621;97810;HOSPITAL DE FRATURAS;PE;6;1,6667;6;1,6667;8.520,55;5.112,33;10;51.123,31;51.261,27;51.123,31;137,96;0,27;0;0;0;0;0;0;0;0;0;0;51.261,27;51.123,31;137,96;0,27;01/06/2022
622;408212;HOSPITAL ESPERANCA OLINDA;PE;86;4,3837;66;5,3333;19.751,37;3.703,38;352;1.303.590,55;1.343.632,46;1.303.590,55;40.041,91;2,98;20;1,25;8.278,69;6.622,95;25;165.573,86;184.920,26;165.573,86;19.346,40;10,46;1.528.552,72;1.469.164,41;59.388,31;3,89;01/01/2022
623;408212;HOSPITAL ESPERANCA OLINDA;PE;72;5,4306;59;6,2034;28.175,91;4.542,02;366;1.662.378,76;1.708.719,12;1.662.378,76;46.340,36;2,71;13;1,9231;10.900,49;5.668,26;25;141.706,42;154.058,25;141.706,42;12.351,83;8,02;1.862.777,37;1.804.085,18;58.692,19;3,15;01/02/2022
624;408212;HOSPITAL ESPERANCA OLINDA;PE;117;3,9915;84;5,2976;24.843,64;4.689,59;445;2.086.865,84;2.131.542,40;2.086.865,84;44.676,56;2,1;33;0,6667;11.055,93;16.583,90;22;364.845,82;380.870,35;364.845,82;16.024,53;4,21;2.512.412,75;2.451.711,66;60.701,09;2,42;01/03/2022
625;408212;HOSPITAL ESPERANCA OLINDA;PE;65;4,3692;49;5,2449;19.163,83;3.653,80;257;939.027,81;997.594,12;939.027,81;39.402,35;3,95;16;1,6875;11.116,10;6.587,32;27;177.857,64;193.791,85;177.857,64;15.934,21;8,22;1.191.385,97;1.116.885,45;55.336,56;4,64;01/04/2022
626;408212;HOSPITAL ESPERANCA OLINDA;PE;71;4,7606;51;5,3529;25.975,06;4.852,48;273;1.324.728,12;1.421.129,07;1.324.728,12;49.783,36;3,5;20;3,25;15.704,63;4.832,20;65;314.092,69;334.674,96;314.092,69;16.840,66;5,03;1.755.804,03;1.638.820,81;66.624,02;3,79;01/05/2022
627;408212;HOSPITAL ESPERANCA OLINDA;PE;118;3,8305;82;4,939;24.346,37;4.929,39;405;1.996.402,35;2.131.544,63;1.996.402,35;89.564,61;4,2;36;1,3056;17.569,46;13.457,46;47;632.500,59;679.443,25;632.500,59;28.651,32;4,22;2.810.987,88;2.628.902,94;118.215,93;4,21;01/06/2022
628;323616;HOSPITAL HOPE-ESPERANÇA RE;PE;307;2,9609;163;4,773;22.109,65;4.632,23;778;3.603.872,44;3.720.060,05;3.603.872,44;116.187,61;3,12;144;0,9097;10.206,51;11.219,37;131;1.469.737,59;1.547.212,19;1.469.737,59;77.474,60;5,01;5.267.272,24;5.073.610,03;193.662,21;3,68;01/01/2022
629;323616;HOSPITAL HOPE-ESPERANÇA RE;PE;239;3,4435;134;5,1194;22.139,78;4.324,68;686;2.966.730,56;3.032.235,68;2.966.730,56;65.505,12;2,16;105;1,3048;15.107,47;11.578,72;137;1.586.284,53;1.665.864,27;1.586.284,53;79.579,74;4,78;4.698.099,95;4.553.015,09;145.084,86;3,09;01/02/2022
630;323616;HOSPITAL HOPE-ESPERANÇA RE;PE;373;3,6863;195;5,7538;25.652,82;4.458,38;1122;5.002.299,59;5.139.110,84;5.002.299,59;136.811,25;2,66;178;1,4213;14.726,02;10.360,60;253;2.621.230,93;2.739.762,77;2.621.230,93;118.531,84;4,33;7.878.873,61;7.623.530,52;255.343,09;3,24;01/03/2022
631;323616;HOSPITAL HOPE-ESPERANÇA RE;PE;300;4,0567;151;6,4371;29.260,88;4.545,67;972;4.418.392,16;4.600.239,89;4.418.392,16;116.720,51;2,54;149;1,6443;18.423,19;11.204,31;245;2.745.055,89;2.847.410,35;2.745.055,89;98.839,30;3,47;7.447.650,24;7.163.448,05;215.559,81;2,89;01/04/2022
632;323616;HOSPITAL HOPE-ESPERANÇA RE;PE;288;3,441;151;5,2583;24.757,43;4.708,28;794;3.738.372,41;3.867.325,65;3.738.372,41;91.959,77;2,38;137;1,438;17.919,08;12.461,49;197;2.454.913,59;2.594.201,42;2.454.913,59;111.849,91;4,31;6.461.527,07;6.193.286,00;203.809,68;3,15;01/05/2022
633;323616;HOSPITAL HOPE-ESPERANÇA RE;PE;338;3,0769;198;4,6566;22.351,53;4.800,00;922;4.425.602,41;4.573.347,91;4.425.602,41;98.399,49;2,15;140;0,8429;17.824,15;21.147,30;118;2.495.381,39;2.551.520,20;2.495.381,39;47.925,90;1,88;7.124.868,11;6.920.983,80;146.325,39;2,05;01/06/2022
634;97616;HOSPITAL JAYME DA FONTE;PE;23;3,8261;12;5,5833;17.810,13;3.189,87;67;213.721,53;215.640,24;213.721,53;1.918,71;0,89;11;1,9091;5.252,44;2.751,28;21;57.776,87;59.161,61;57.776,87;1.384,74;2,34;274.801,85;271.498,40;3.303,45;1,2;01/01/2022
635;97616;HOSPITAL JAYME DA FONTE;PE;30;3,8333;13;7,6923;30.403,10;3.952,40;100;395.240,30;398.492,06;395.240,30;3.251,76;0,82;17;0,8824;13.648,23;15.468,00;15;232.019,99;236.273,97;232.019,99;4.253,98;1,8;634.766,03;627.260,29;7.505,74;1,18;01/02/2022
636;97616;HOSPITAL JAYME DA FONTE;PE;35;4,4286;15;8,8667;29.681,95;3.347,59;133;445.229,30;449.586,65;445.229,30;4.357,35;0,97;20;1,1;11.198,70;10.180,64;22;223.974,04;233.310,44;223.974,04;9.336,40;4;682.897,09;669.203,34;13.693,75;2,01;01/03/2022
637;97616;HOSPITAL JAYME DA FONTE;PE;23;4,0435;11;7,5455;32.771,31;4.343,19;83;360.484,39;361.193,01;360.484,39;708,62;0,2;12;0,8333;11.515,73;13.818,87;10;138.188,74;141.425,14;138.188,74;3.236,40;2,29;502.618,15;498.673,13;3.945,02;0,78;01/04/2022
638;97616;HOSPITAL JAYME DA FONTE;PE;27;4,4815;16;6,875;20.620,50;2.999,35;110;329.928,00;332.059,64;329.928,00;2.131,64;0,64;11;1;10.440,27;10.440,27;11;114.842,96;117.741,89;114.842,96;2.898,93;2,46;449.801,53;444.770,96;5.030,57;1,12;01/05/2022
639;97616;HOSPITAL JAYME DA FONTE;PE;27;5,5185;27;5,5185;16.315,12;2.956,43;149;440.508,13;444.698,21;440.508,13;4.190,08;0,94;0;0;0;0;0;0;0;0;0;0;444.698,21;440.508,13;4.190,08;0,94;01/06/2022
640;445916;HOSPITAL MEMORIAL SAO JOSE;PE;157;3,0191;60;5,5;25.975,10;4.722,75;330;1.558.506,24;1.652.295,27;1.558.506,24;93.789,03;5,68;97;1,4845;11.116,48;7.488,18;144;1.078.298,45;1.105.441,91;1.078.298,45;27.143,46;2,46;2.757.737,18;2.636.804,69;120.932,49;4,39;01/01/2022
641;445916;HOSPITAL MEMORIAL SAO JOSE;PE;123;3,0244;46;6,7609;29.242,41;4.325,24;311;1.345.150,91;1.503.420,91;1.345.150,91;158.270,00;10,53;77;0,7922;10.623,58;13.410,09;61;818.015,28;844.361,34;818.015,28;26.346,06;3,12;2.347.782,25;2.163.166,19;184.616,06;7,86;01/02/2022
642;445916;HOSPITAL MEMORIAL SAO JOSE;PE;134;2,4627;49;4,8776;27.810,50;5.701,73;239;1.362.714,49;1.435.489,43;1.362.714,49;72.774,94;5,07;85;1,0706;13.222,86;12.351,02;91;1.123.942,79;1.170.159,23;1.123.942,79;46.216,44;3,95;2.605.648,66;2.486.657,28;118.991,38;4,57;01/03/2022
643;445916;HOSPITAL MEMORIAL SAO JOSE;PE;192;2,9115;73;6,4658;38.226,81;5.912,20;472;2.790.557,08;3.099.312,98;2.790.557,08;299.091,96;9,65;119;0,7311;11.900,67;16.277,93;87;1.416.180,01;1.449.819,28;1.416.180,01;33.584,27;2,32;4.549.132,26;4.206.737,09;332.676,23;7,31;01/04/2022
644;445916;HOSPITAL MEMORIAL SAO JOSE;PE;83;2,0241;27;5,2222;27.429,42;5.252,44;141;740.594,39;778.374,62;740.594,39;27.293,56;3,51;56;0,4821;11.907,21;24.696,44;27;666.803,77;676.787,40;666.803,77;9.983,63;1,48;1.455.162,02;1.407.398,16;37.277,19;2,56;01/05/2022
645;445916;HOSPITAL MEMORIAL SAO JOSE;PE;138;2,7754;50;6,44;36.295,29;5.635,92;322;1.814.764,68;1.961.392,73;1.814.764,68;99.145,25;5,05;88;0,6932;11.838,20;17.078,07;61;1.041.761,97;1.054.756,32;1.041.761,97;12.994,35;1,23;3.016.149,05;2.856.526,65;112.139,60;3,72;01/06/2022
646;36218;HOSPITAL PORTUGUES (REC);PE;437;5,7574;321;6,972;28.809,67;4.132,22;2238;9.247.903,55;9.566.286,28;9.247.903,55;318.382,73;3,33;116;2,3966;22.790,26;9.509,61;278;2.643.670,54;2.825.534,94;2.643.670,54;181.864,40;6,44;12.391.821,22;11.891.574,09;500.247,13;4,04;01/01/2022
647;36218;HOSPITAL PORTUGUES (REC);PE;392;5,4133;298;6,3826;26.219,09;4.107,93;1902;7.813.287,42;7.942.217,31;7.813.287,42;128.929,89;1,62;94;2,3404;20.940,65;8.947,37;220;1.968.421,31;2.054.131,34;1.968.421,31;85.710,03;4,17;9.996.348,65;9.781.708,73;214.639,92;2,15;01/02/2022
648;36218;HOSPITAL PORTUGUES (REC);PE;487;6,0513;322;7,7547;33.845,96;4.364,60;2497;10.898.400,41;10.980.538,88;10.898.400,41;82.138,47;0,75;165;2,7273;21.971,62;8.056,26;450;3.625.316,49;3.697.501,56;3.625.316,49;72.185,07;1,95;14.678.040,44;14.523.716,90;154.323,54;1,05;01/03/2022
